주파수 (Hz)	레벨 (dB)
23.437500	-89.821968
46.875000	-77.440697
70.312500	-61.196934
93.750000	-53.182682
117.187500	-48.710899
140.625000	-47.396389
164.062500	-50.329594
187.500000	-48.596756
210.937500	-48.490211
234.375000	-46.582710
257.812500	-42.099861
281.250000	-43.863503
304.687500	-42.703503
328.125000	-43.622932
351.562500	-44.751575
375.000000	-46.344837
398.437500	-44.355831
421.875000	-41.897984
445.312500	-42.039341
468.750000	-43.037308
492.187500	-44.088943
515.625000	-39.625458
539.062500	-40.442780
562.500000	-48.087383
585.937500	-47.651096
609.375000	-40.382210
632.812500	-38.638638
656.250000	-47.416779
679.687500	-47.589676
703.125000	-43.317745
726.562500	-46.665459
750.000000	-47.885696
773.437500	-46.996349
796.875000	-46.181339
820.312500	-42.588638
843.750000	-41.579659
867.187500	-50.433578
890.625000	-53.347813
914.062500	-56.374641
937.500000	-53.361565
960.937500	-55.085789
984.375000	-50.546925
1007.812500	-52.527031
1031.250000	-47.749977
1054.687500	-44.232224
1078.125000	-50.553005
1101.562500	-55.786701
1125.000000	-59.572849
1148.437500	-60.793846
1171.875000	-52.682049
1195.312500	-52.429016
1218.750000	-57.832508
1242.187500	-48.742859
1265.625000	-48.869129
1289.062500	-57.244247
1312.500000	-53.571541
1335.937500	-54.166088
1359.375000	-59.417786
1382.812500	-54.404083
1406.250000	-53.384453
1429.687500	-58.094830
1453.125000	-60.044899
1476.562500	-56.114964
1500.000000	-55.962006
1523.437500	-64.108131
1546.875000	-61.384464
1570.312500	-53.663021
1593.750000	-54.456306
1617.187500	-63.711670
1640.625000	-59.365807
1664.062500	-51.241177
1687.500000	-53.093887
1710.937500	-63.439880
1734.375000	-62.154835
1757.812500	-60.123917
1781.250000	-60.082375
1804.687500	-66.118416
1828.125000	-66.643005
1851.562500	-63.233582
1875.000000	-57.739006
1898.437500	-58.254700
1921.875000	-65.583748
1945.312500	-66.246552
1968.750000	-58.039619
1992.187500	-57.842987
2015.625000	-66.269325
2039.062500	-70.961823
2062.500000	-68.915840
2085.937500	-61.957912
2109.375000	-56.441479
2132.812500	-57.892994
2156.250000	-67.671959
2179.687500	-69.712540
2203.125000	-65.038086
2226.562500	-64.840607
2250.000000	-67.069283
2273.437500	-73.771454
2296.875000	-74.867760
2320.312500	-69.545685
2343.750000	-65.452621
2367.187500	-60.109577
2390.625000	-59.486492
2414.062500	-68.140488
2437.500000	-73.443741
2460.937500	-67.489754
2484.375000	-63.039612
2507.812500	-61.481285
2531.250000	-60.094036
2554.687500	-67.329185
2578.125000	-76.535820
2601.562500	-76.508560
2625.000000	-73.924194
2648.437500	-66.136772
2671.875000	-64.415977
2695.312500	-71.081261
2718.750000	-75.787697
2742.187500	-68.924446
2765.625000	-66.833412
2789.062500	-65.790756
2812.500000	-65.186867
2835.937500	-61.273636
2859.375000	-64.617287
2882.812500	-74.554459
2906.250000	-79.503487
2929.687500	-79.192299
2953.125000	-73.199181
2976.562500	-70.699951
3000.000000	-69.617615
3023.437500	-70.741211
3046.875000	-75.111145
3070.312500	-79.192841
3093.750000	-74.841049
3117.187500	-76.051117
3140.625000	-74.629341
3164.062500	-68.461456
3187.500000	-66.148041
3210.937500	-65.214806
3234.375000	-70.437347
3257.812500	-80.324181
3281.250000	-75.585281
3304.687500	-75.735954
3328.125000	-76.153984
3351.562500	-74.597733
3375.000000	-74.548714
3398.437500	-73.098877
3421.875000	-73.948128
3445.312500	-79.984138
3468.750000	-80.757988
3492.187500	-76.794609
3515.625000	-76.833710
3539.062500	-74.346916
3562.500000	-72.337959
3585.937500	-70.754921
3609.375000	-71.028381
3632.812500	-74.376854
3656.250000	-80.332382
3679.687500	-80.909531
3703.125000	-78.140984
3726.562500	-78.772293
3750.000000	-67.671959
3773.437500	-63.646755
3796.875000	-69.409233
3820.312500	-67.916748
3843.750000	-66.824280
3867.187500	-70.898827
3890.625000	-78.718117
3914.062500	-82.963524
3937.500000	-82.087601
3960.937500	-79.860580
3984.375000	-79.230133
4007.812500	-77.460236
4031.250000	-78.204750
4054.687500	-77.404938
4078.125000	-76.683723
4101.562500	-80.289246
4125.000000	-84.696884
4148.437500	-87.363464
4171.875000	-83.431313
4195.312500	-79.324501
4218.750000	-78.766472
4242.187500	-74.234459
4265.625000	-74.833672
4289.062500	-76.941841
4312.500000	-75.420135
4335.937500	-75.632500
4359.375000	-77.824181
4382.812500	-83.392914
4406.250000	-86.106911
4429.687500	-85.034378
4453.125000	-85.983810
4476.562500	-79.440742
4500.000000	-77.921570
4523.437500	-81.989960
4546.875000	-80.058937
4570.312500	-81.427559
4593.750000	-82.110085
4617.187500	-82.300514
4640.625000	-83.641945
4664.062500	-83.820213
4687.500000	-87.144867
4710.937500	-88.428543
4734.375000	-83.706512
4757.812500	-82.368111
4781.250000	-85.396896
4804.687500	-85.596016
4828.125000	-81.918571
4851.562500	-80.162186
4875.000000	-81.775627
4898.437500	-81.904701
4921.875000	-82.638794
4945.312500	-82.989594
4968.750000	-90.109505
4992.187500	-94.063202
5015.625000	-92.143448
5039.062500	-87.106110
5062.500000	-81.345276
5085.937500	-81.561440
5109.375000	-82.585854
5132.812500	-75.613060
5156.250000	-73.895317
5179.687500	-76.026497
5203.125000	-82.049492
5226.562500	-89.942940
5250.000000	-85.277916
5273.437500	-85.932167
5296.875000	-91.845642
5320.312500	-95.484512
5343.750000	-90.506599
5367.187500	-85.067741
5390.625000	-85.231964
5414.062500	-88.589912
5437.500000	-89.639305
5460.937500	-92.361305
5484.375000	-87.808434
5507.812500	-87.341881
5531.250000	-89.745392
5554.687500	-86.873154
5578.125000	-90.280441
5601.562500	-90.582626
5625.000000	-88.983406
5648.437500	-94.333122
5671.875000	-92.940468
5695.312500	-88.062843
5718.750000	-85.046326
5742.187500	-84.855270
5765.625000	-88.557007
5789.062500	-96.210152
5812.500000	-90.840477
