주파수 (Hz)	레벨 (dB)
23.437500	-94.625633
46.875000	-82.347824
70.312500	-66.566254
93.750000	-58.415871
117.187500	-57.114136
140.625000	-51.507973
164.062500	-50.055058
187.500000	-50.156300
210.937500	-49.393589
234.375000	-49.223938
257.812500	-48.289886
281.250000	-49.850838
304.687500	-47.074638
328.125000	-47.965137
351.562500	-49.774445
375.000000	-45.504971
398.437500	-42.760017
421.875000	-45.936211
445.312500	-49.988506
468.750000	-47.089668
492.187500	-47.848927
515.625000	-45.707405
539.062500	-46.790131
562.500000	-52.643970
585.937500	-50.374920
609.375000	-46.916103
632.812500	-45.610741
656.250000	-48.699284
679.687500	-48.371822
703.125000	-46.037708
726.562500	-51.766670
750.000000	-58.744640
773.437500	-53.381756
796.875000	-52.233437
820.312500	-51.480469
843.750000	-51.045727
867.187500	-59.257618
890.625000	-62.711063
914.062500	-62.134327
937.500000	-59.624348
960.937500	-63.419029
984.375000	-58.992455
1007.812500	-60.928223
1031.250000	-60.011223
1054.687500	-56.590771
1078.125000	-61.994724
1101.562500	-65.472435
1125.000000	-68.810364
1148.437500	-65.551277
1171.875000	-54.805519
1195.312500	-54.965221
1218.750000	-62.680332
1242.187500	-54.056515
1265.625000	-54.548386
1289.062500	-63.577587
1312.500000	-59.885220
1335.937500	-61.247124
1359.375000	-67.854370
1382.812500	-61.193977
1406.250000	-56.857784
1429.687500	-60.912689
1453.125000	-66.752419
1476.562500	-65.049614
1500.000000	-65.764175
1523.437500	-70.516380
1546.875000	-66.069946
1570.312500	-59.264938
1593.750000	-60.039402
1617.187500	-69.994835
1640.625000	-69.268425
1664.062500	-62.213028
1687.500000	-63.230736
1710.937500	-72.164680
1734.375000	-74.212486
1757.812500	-69.549797
1781.250000	-67.576523
1804.687500	-72.761177
1828.125000	-73.501282
1851.562500	-67.824043
1875.000000	-62.436554
1898.437500	-63.163315
1921.875000	-71.982262
1945.312500	-73.178413
1968.750000	-69.084946
1992.187500	-67.014091
2015.625000	-71.809471
2039.062500	-75.486633
2062.500000	-72.834915
2085.937500	-67.336586
2109.375000	-64.244049
2132.812500	-67.686478
2156.250000	-75.653847
2179.687500	-75.425209
2203.125000	-71.172958
2226.562500	-72.401939
2250.000000	-74.214523
2273.437500	-78.852348
2296.875000	-81.663834
2320.312500	-78.978706
2343.750000	-75.894096
2367.187500	-67.809738
2390.625000	-67.365204
2414.062500	-75.980209
2437.500000	-78.003876
2460.937500	-79.127083
2484.375000	-75.127670
2507.812500	-66.534286
2531.250000	-64.537285
2554.687500	-72.798218
2578.125000	-81.654678
2601.562500	-80.750626
2625.000000	-78.530525
2648.437500	-73.282715
2671.875000	-72.558769
2695.312500	-78.534027
2718.750000	-83.686943
2742.187500	-81.844307
2765.625000	-77.709274
2789.062500	-75.618118
2812.500000	-74.365646
2835.937500	-71.055740
2859.375000	-73.988106
2882.812500	-80.978233
2906.250000	-85.454605
2929.687500	-81.126572
2953.125000	-72.910172
2976.562500	-72.290680
3000.000000	-73.728691
3023.437500	-75.674561
3046.875000	-83.071526
3070.312500	-86.774773
3093.750000	-78.704208
