주파수 (Hz)	레벨 (dB)
23.437500	-88.633171
46.875000	-73.945595
70.312500	-60.742443
93.750000	-54.284401
117.187500	-52.496017
140.625000	-51.893845
164.062500	-51.778744
187.500000	-50.126789
210.937500	-47.378052
234.375000	-45.656681
257.812500	-49.584877
281.250000	-51.565277
304.687500	-50.957527
328.125000	-47.575207
351.562500	-43.599613
375.000000	-46.355774
398.437500	-47.232376
421.875000	-47.829258
445.312500	-49.579021
468.750000	-47.431835
492.187500	-52.517155
515.625000	-51.415344
539.062500	-50.120358
562.500000	-50.055725
585.937500	-49.154232
609.375000	-49.832603
632.812500	-50.637218
656.250000	-55.063599
679.687500	-53.961506
703.125000	-51.031185
726.562500	-54.663067
750.000000	-57.168041
773.437500	-55.701195
796.875000	-55.377552
820.312500	-56.246868
843.750000	-56.817451
867.187500	-62.574059
890.625000	-62.872887
914.062500	-63.280659
937.500000	-59.365841
960.937500	-62.531586
984.375000	-60.274399
1007.812500	-63.762115
1031.250000	-61.817425
1054.687500	-58.279312
1078.125000	-62.942055
1101.562500	-61.378891
1125.000000	-63.568851
1148.437500	-67.902954
1171.875000	-63.296215
1195.312500	-64.741058
1218.750000	-62.117619
1242.187500	-59.857296
1265.625000	-63.072430
1289.062500	-71.264328
1312.500000	-68.256187
1335.937500	-68.378395
1359.375000	-68.979515
1382.812500	-62.848213
1406.250000	-60.713177
1429.687500	-65.000336
1453.125000	-71.534615
1476.562500	-68.853943
1500.000000	-69.427483
1523.437500	-74.995125
1546.875000	-68.858620
1570.312500	-61.796402
1593.750000	-62.719402
1617.187500	-70.573738
1640.625000	-68.495461
1664.062500	-65.550812
1687.500000	-65.384254
1710.937500	-73.294769
1734.375000	-74.144463
1757.812500	-66.947372
1781.250000	-66.831490
1804.687500	-73.712242
1828.125000	-74.537453
1851.562500	-68.022537
1875.000000	-62.456726
1898.437500	-64.802895
1921.875000	-72.585205
1945.312500	-73.334076
1968.750000	-69.890457
1992.187500	-68.754898
2015.625000	-72.483208
2039.062500	-79.052238
2062.500000	-76.343246
2085.937500	-69.304680
2109.375000	-65.508995
2132.812500	-67.720306
2156.250000	-77.284508
2179.687500	-78.517296
2203.125000	-74.522346
2226.562500	-72.114342
2250.000000	-73.464111
2273.437500	-79.946449
2296.875000	-79.923309
2320.312500	-76.132553
2343.750000	-72.397560
2367.187500	-69.854218
2390.625000	-71.022057
2414.062500	-78.569283
2437.500000	-82.737152
2460.937500	-78.401077
2484.375000	-74.196548
2507.812500	-70.096107
2531.250000	-68.983185
2554.687500	-76.853424
2578.125000	-81.675598
2601.562500	-81.455002
2625.000000	-80.887436
2648.437500	-81.500725
2671.875000	-79.209305
2695.312500	-80.382866
2718.750000	-81.752602
2742.187500	-76.264702
2765.625000	-75.105988
2789.062500	-72.764252
2812.500000	-73.616890
2835.937500	-74.790718
2859.375000	-78.577637
2882.812500	-83.506958
2906.250000	-83.529999
2929.687500	-82.105545
2953.125000	-76.424271
2976.562500	-76.578438
3000.000000	-79.792847
3023.437500	-83.135239
3046.875000	-86.007385
3070.312500	-85.014526
3093.750000	-78.483612
3117.187500	-81.087463
3140.625000	-82.723854
3164.062500	-77.746582
3187.500000	-73.006706
3210.937500	-72.253174
3234.375000	-79.679131
3257.812500	-91.479454
3281.250000	-86.285149
3304.687500	-86.951950
3328.125000	-84.297585
3351.562500	-84.522049
3375.000000	-86.276939
3398.437500	-82.493378
3421.875000	-83.447800
3445.312500	-89.847015
3468.750000	-91.407928
3492.187500	-87.274223
3515.625000	-88.154373
3539.062500	-86.706978
3562.500000	-82.555794
3585.937500	-82.826675
3609.375000	-81.019485
3632.812500	-81.870689
3656.250000	-90.098129
3679.687500	-91.791161
3703.125000	-90.047379
3726.562500	-93.113907
3750.000000	-90.771179
3773.437500	-89.219116
3796.875000	-89.140846
3820.312500	-83.591187
3843.750000	-81.720139
3867.187500	-83.948685
3890.625000	-93.921532
3914.062500	-97.454735
3937.500000	-93.158981
3960.937500	-93.909248
3984.375000	-95.266556
4007.812500	-93.968643
4031.250000	-94.265396
4054.687500	-91.996590
4078.125000	-92.157600
4101.562500	-94.057724
4125.000000	-97.746651
4148.437500	-99.207893
4171.875000	-92.444435
4195.312500	-88.513924
4218.750000	-93.344070
4242.187500	-92.682953
4265.625000	-92.423203
4289.062500	-93.946709
4312.500000	-89.835182
4335.937500	-85.141685
4359.375000	-88.905289
4382.812500	-97.291519
4406.250000	-95.989922
4429.687500	-97.429527
4453.125000	-100.178993
4476.562500	-95.428062
4500.000000	-92.985687
4523.437500	-94.718491
4546.875000	-95.113106
4570.312500	-96.125053
4593.750000	-94.055946
4617.187500	-95.937584
4640.625000	-99.200905
4664.062500	-99.820862
4687.500000	-97.257355
4710.937500	-99.136459
4734.375000	-93.748871
4757.812500	-93.097977
4781.250000	-97.726021
4804.687500	-97.844292
4828.125000	-92.024330
4851.562500	-87.803841
4875.000000	-89.473984
4898.437500	-92.591125
4921.875000	-90.574074
4945.312500	-91.946121
4968.750000	-101.380905
4992.187500	-102.825836
5015.625000	-100.736015
5039.062500	-96.135880
5062.500000	-91.794533
5085.937500	-94.426163
5109.375000	-100.781021
5132.812500	-95.227264
5156.250000	-91.512253
5179.687500	-92.003517
5203.125000	-98.534149
5226.562500	-101.014153
5250.000000	-101.205910
5273.437500	-104.465042
5296.875000	-107.781006
5320.312500	-105.730637
5343.750000	-103.148277
5367.187500	-99.410416
5390.625000	-101.342285
5414.062500	-104.700134
5437.500000	-104.917969
5460.937500	-104.282623
5484.375000	-101.576042
5507.812500	-103.937752
5531.250000	-103.487053
5554.687500	-100.598045
5578.125000	-103.964981
5601.562500	-103.057480
5625.000000	-102.827759
5648.437500	-108.523911
5671.875000	-107.344971
5695.312500	-101.224304
5718.750000	-97.929787
5742.187500	-99.904175
5765.625000	-104.771019
5789.062500	-107.409935
5812.500000	-101.758759
5835.937500	-100.033829
5859.375000	-103.232285
5882.812500	-105.007843
5906.250000	-102.061005
5929.687500	-103.077934
5953.125000	-106.376801
5976.562500	-105.864166
6000.000000	-105.950668
6023.437500	-110.200935
6046.875000	-111.210258
6070.312500	-106.882111
6093.750000	-104.393082
6117.187500	-107.688927
6140.625000	-107.484131
6164.062500	-96.911209
6187.500000	-94.965294
6210.937500	-101.569778
6234.375000	-110.642387
6257.812500	-111.619926
6281.250000	-104.854088
6304.687500	-101.588043
6328.125000	-106.266724
6351.562500	-106.525742
6375.000000	-103.478355
6398.437500	-106.225342
6421.875000	-110.551384
6445.312500	-108.363449
6468.750000	-105.031784
6492.187500	-107.076134
6515.625000	-109.805702
6539.062500	-112.264229
6562.500000	-109.356476
6585.937500	-102.605507
6609.375000	-103.137489
6632.812500	-111.165710
6656.250000	-112.687218
6679.687500	-108.731384
6703.125000	-108.899353
6726.562500	-109.303452
6750.000000	-110.936424
6773.437500	-107.177513
6796.875000	-107.850021
6820.312500	-111.695305
6843.750000	-112.464272
6867.187500	-114.571411
6890.625000	-112.314819
6914.062500	-112.456909
6937.500000	-112.250267
6960.937500	-103.226700
6984.375000	-102.216728
7007.812500	-106.697090
7031.250000	-101.959824
7054.687500	-105.409348
7078.125000	-114.657211
7101.562500	-115.621750
7125.000000	-113.303772
7148.437500	-113.295624
7171.875000	-113.865562
7195.312500	-113.856773
7218.750000	-114.690842
7242.187500	-116.388283
7265.625000	-112.608818
7289.062500	-114.241119
7312.500000	-118.752441
7335.937500	-116.378433
7359.375000	-117.224701
7382.812500	-112.407593
7406.250000	-111.420280
7429.687500	-114.689964
7453.125000	-114.323402
7476.562500	-111.024208
7500.000000	-109.309311
7523.437500	-110.380569
7546.875000	-115.554665
7570.312500	-117.546829
7593.750000	-114.247299
7617.187500	-113.435547
7640.625000	-118.485031
7664.062500	-119.885452
7687.500000	-119.216461
7710.937500	-116.554718
7734.375000	-114.772141
7757.812500	-113.894539
7781.250000	-113.210495
7804.687500	-114.467339
7828.125000	-115.784752
7851.562500	-114.055931
7875.000000	-117.228500
7898.437500	-118.689507
7921.875000	-116.048828
7945.312500	-116.035187
7968.750000	-110.555367
7992.187500	-108.911545
8015.625000	-110.490875
8039.062500	-115.838196
8062.500000	-117.948746
8085.937500	-116.521980
