주파수 (Hz)	레벨 (dB)
23.437500	-92.343040
46.875000	-78.283882
70.312500	-63.778885
93.750000	-55.992378
117.187500	-52.196045
140.625000	-51.236443
164.062500	-52.734917
187.500000	-49.957027
210.937500	-48.790165
234.375000	-47.509487
257.812500	-45.743050
281.250000	-46.082798
304.687500	-45.590946
328.125000	-45.243950
351.562500	-44.085270
375.000000	-46.962158
398.437500	-46.679089
421.875000	-47.423794
445.312500	-43.660728
468.750000	-41.774197
492.187500	-47.395519
515.625000	-46.367325
539.062500	-44.229488
562.500000	-43.920120
585.937500	-48.390335
609.375000	-44.442875
632.812500	-42.992405
656.250000	-50.931351
679.687500	-48.466568
703.125000	-44.193039
726.562500	-50.000046
750.000000	-55.798656
773.437500	-50.963970
796.875000	-50.550499
820.312500	-49.461922
843.750000	-48.931973
867.187500	-56.093300
890.625000	-55.934654
914.062500	-55.077435
937.500000	-52.286438
960.937500	-57.510658
984.375000	-58.038506
1007.812500	-60.205944
1031.250000	-52.909424
1054.687500	-49.490993
1078.125000	-55.963886
1101.562500	-59.011211
1125.000000	-61.736145
1148.437500	-64.307968
1171.875000	-58.419861
1195.312500	-60.187363
1218.750000	-62.139824
1242.187500	-57.969704
1265.625000	-59.374023
1289.062500	-66.236343
1312.500000	-63.748657
1335.937500	-63.620686
1359.375000	-66.491188
1382.812500	-60.925804
1406.250000	-56.354839
1429.687500	-61.221169
1453.125000	-64.225250
1476.562500	-62.864231
1500.000000	-65.768066
1523.437500	-67.526817
1546.875000	-65.815254
1570.312500	-61.343811
1593.750000	-62.329689
1617.187500	-68.674622
1640.625000	-67.122375
1664.062500	-64.122070
1687.500000	-65.532570
1710.937500	-70.347298
1734.375000	-68.146408
1757.812500	-62.166237
1781.250000	-61.882710
1804.687500	-68.540695
1828.125000	-69.018005
1851.562500	-66.007706
1875.000000	-61.866741
1898.437500	-63.504990
1921.875000	-70.729698
1945.312500	-72.284637
1968.750000	-68.442741
1992.187500	-65.644051
2015.625000	-70.028061
2039.062500	-75.844009
2062.500000	-72.587975
2085.937500	-65.735207
2109.375000	-62.251961
2132.812500	-64.443283
2156.250000	-72.296043
2179.687500	-72.503090
2203.125000	-69.356117
2226.562500	-70.311356
2250.000000	-71.643166
2273.437500	-75.710472
2296.875000	-76.858315
2320.312500	-73.926682
2343.750000	-69.659225
2367.187500	-66.298859
2390.625000	-67.688759
2414.062500	-74.741699
2437.500000	-77.587379
2460.937500	-71.326225
2484.375000	-67.015129
2507.812500	-66.972061
2531.250000	-65.717392
2554.687500	-72.321922
2578.125000	-78.853729
2601.562500	-78.818085
2625.000000	-78.379158
2648.437500	-74.170288
2671.875000	-72.069717
2695.312500	-74.320679
2718.750000	-79.384598
2742.187500	-79.334900
2765.625000	-75.254341
2789.062500	-72.170013
2812.500000	-72.168411
2835.937500	-68.639137
2859.375000	-69.716286
2882.812500	-76.602448
2906.250000	-79.543404
2929.687500	-79.144485
2953.125000	-74.677139
2976.562500	-75.734306
3000.000000	-79.660591
3023.437500	-80.125000
3046.875000	-81.474129
3070.312500	-81.843025
3093.750000	-74.720551
3117.187500	-77.240517
3140.625000	-76.731087
3164.062500	-71.941559
3187.500000	-71.790550
3210.937500	-73.669281
3234.375000	-79.092552
3257.812500	-85.541893
3281.250000	-84.403549
3304.687500	-83.768791
3328.125000	-75.854195
3351.562500	-76.517647
3375.000000	-79.952614
3398.437500	-78.137558
3421.875000	-80.320862
3445.312500	-85.891281
3468.750000	-86.716019
3492.187500	-83.051926
3515.625000	-82.559784
3539.062500	-82.755188
3562.500000	-81.384781
3585.937500	-78.965752
3609.375000	-75.661095
3632.812500	-76.080177
3656.250000	-83.157738
3679.687500	-85.519714
3703.125000	-83.151405
3726.562500	-85.856071
3750.000000	-75.406006
3773.437500	-73.381393
3796.875000	-79.920380
3820.312500	-77.491440
3843.750000	-75.184357
3867.187500	-78.869041
3890.625000	-89.056465
3914.062500	-91.987923
3937.500000	-87.763504
3960.937500	-85.709671
3984.375000	-80.902000
4007.812500	-79.605637
4031.250000	-85.125778
4054.687500	-89.117897
4078.125000	-87.327255
4101.562500	-88.323097
4125.000000	-91.158226
4148.437500	-93.516922
4171.875000	-93.140289
4195.312500	-90.410255
4218.750000	-89.398270
4242.187500	-85.660301
4265.625000	-86.288345
4289.062500	-87.121605
4312.500000	-83.705231
4335.937500	-81.032242
4359.375000	-84.437958
4382.812500	-91.842171
4406.250000	-92.881714
4429.687500	-92.412941
4453.125000	-91.565842
4476.562500	-84.508583
4500.000000	-81.903824
4523.437500	-85.528053
4546.875000	-86.133034
4570.312500	-88.511086
4593.750000	-86.546097
4617.187500	-89.754990
4640.625000	-94.229942
4664.062500	-96.146461
4687.500000	-92.828293
4710.937500	-94.146286
4734.375000	-88.365540
4757.812500	-88.962463
4781.250000	-91.737839
4804.687500	-90.197655
4828.125000	-89.682076
4851.562500	-89.457756
4875.000000	-91.713348
4898.437500	-93.691566
4921.875000	-92.321617
4945.312500	-94.297333
4968.750000	-100.711342
4992.187500	-102.369385
5015.625000	-98.636665
5039.062500	-93.879662
5062.500000	-91.714821
5085.937500	-95.143028
5109.375000	-98.008781
5132.812500	-92.402863
5156.250000	-88.012695
5179.687500	-88.259712
5203.125000	-95.723000
5226.562500	-99.819695
5250.000000	-100.493721
5273.437500	-103.170479
5296.875000	-106.612885
5320.312500	-102.355225
5343.750000	-98.146744
5367.187500	-97.113838
5390.625000	-99.440285
5414.062500	-99.369705
5437.500000	-99.641983
5460.937500	-100.070869
5484.375000	-95.427284
5507.812500	-96.534134
5531.250000	-97.667358
5554.687500	-95.519341
5578.125000	-100.264648
5601.562500	-102.639359
5625.000000	-103.502205
5648.437500	-106.117065
5671.875000	-104.961021
5695.312500	-100.538795
5718.750000	-96.031418
5742.187500	-93.609749
5765.625000	-97.573135
5789.062500	-102.180801
5812.500000	-95.741913
5835.937500	-90.282425
5859.375000	-93.465523
5882.812500	-100.673409
5906.250000	-100.098000
5929.687500	-102.134598
5953.125000	-98.955231
5976.562500	-98.794403
6000.000000	-102.555496
6023.437500	-106.533409
6046.875000	-106.485924
6070.312500	-104.583374
6093.750000	-101.851952
6117.187500	-101.789642
6140.625000	-101.763985
6164.062500	-90.609680
6187.500000	-88.240662
6210.937500	-94.817879
6234.375000	-104.833466
6257.812500	-106.744957
6281.250000	-102.444946
6304.687500	-100.000473
6328.125000	-103.316803
6351.562500	-102.287315
6375.000000	-99.809601
6398.437500	-102.390259
6421.875000	-106.527618
6445.312500	-104.077049
6468.750000	-100.912178
6492.187500	-100.922585
6515.625000	-102.539085
6539.062500	-105.142075
6562.500000	-100.322548
6585.937500	-96.422409
6609.375000	-98.474968
6632.812500	-103.560425
6656.250000	-105.493355
6679.687500	-102.695122
6703.125000	-103.439018
6726.562500	-105.407219
6750.000000	-104.106705
6773.437500	-99.253693
6796.875000	-100.377007
6820.312500	-106.997810
6843.750000	-107.945793
6867.187500	-106.982841
6890.625000	-104.248032
6914.062500	-104.687050
6937.500000	-106.174629
6960.937500	-101.828789
6984.375000	-99.786430
7007.812500	-101.002647
7031.250000	-98.947472
7054.687500	-102.593498
7078.125000	-110.244026
7101.562500	-110.452965
7125.000000	-106.595276
7148.437500	-103.852066
7171.875000	-102.963051
7195.312500	-104.842110
7218.750000	-106.438339
7242.187500	-106.880806
7265.625000	-104.626602
7289.062500	-105.883095
7312.500000	-109.416611
7335.937500	-109.405922
7359.375000	-109.186401
7382.812500	-102.370110
7406.250000	-101.688728
7429.687500	-104.904297
7453.125000	-106.084747
7476.562500	-100.306862
7500.000000	-95.112854
7523.437500	-97.308754
7546.875000	-105.684280
7570.312500	-107.804855
7593.750000	-104.020279
7617.187500	-102.575577
7640.625000	-108.494034
7664.062500	-110.854065
7687.500000	-110.307213
7710.937500	-110.106850
7734.375000	-109.523323
7757.812500	-108.855904
7781.250000	-108.170868
7804.687500	-106.788445
7828.125000	-106.812454
7851.562500	-107.869598
7875.000000	-110.271675
7898.437500	-111.105339
7921.875000	-110.226364
7945.312500	-108.539391
7968.750000	-103.832207
7992.187500	-104.174904
8015.625000	-106.647949
8039.062500	-109.324455
8062.500000	-109.023651
8085.937500	-109.133095
8109.375000	-110.590935
8132.812500	-112.177872
8156.250000	-111.192490
8179.687500	-110.833717
8203.125000	-110.810242
8226.562500	-111.496170
8250.000000	-112.086868
8273.437500	-110.063675
8296.875000	-108.141548
8320.312500	-107.038681
8343.750000	-109.590355
8367.187500	-112.461151
8390.625000	-112.872002
8414.062500	-109.666138
8437.500000	-107.564453
8460.937500	-106.888496
8484.375000	-110.159019
8507.812500	-114.351997
8531.250000	-114.044441
8554.687500	-112.452248
8578.125000	-112.688438
8601.562500	-112.434502
8625.000000	-113.529594
8648.437500	-114.835098
8671.875000	-114.233116
8695.312500	-114.333923
8718.750000	-114.033501
8742.187500	-114.571526
8765.625000	-115.602104
8789.062500	-114.970322
8812.500000	-114.669884
8835.937500	-115.798431
8859.375000	-115.170715
8882.812500	-113.753380
8906.250000	-114.001106
8929.687500	-115.385925
8953.125000	-115.760376
8976.562500	-113.792137
9000.000000	-112.051720
9023.437500	-112.201256
9046.875000	-113.031158
9070.312500	-112.260956
9093.750000	-107.448761
9117.187500	-105.407669
9140.625000	-109.105003
9164.062500	-114.404564
9187.500000	-116.316986
9210.937500	-117.206520
9234.375000	-116.381813
9257.812500	-115.389526
9281.250000	-113.878685
9304.687500	-113.629494
9328.125000	-115.344452
9351.562500	-115.987839
9375.000000	-115.158859
9398.437500	-112.809723
9421.875000	-111.575874
9445.312500	-113.419647
9468.750000	-115.732178
9492.187500	-115.984322
9515.625000	-116.714447
9539.062500	-117.337486
9562.500000	-116.682014
9585.937500	-116.430023
9609.375000	-115.421913
9632.812500	-113.933205
9656.250000	-113.339378
9679.687500	-114.587807
